,rank_2022,university,score_2022,link,country,city,region,logo,rank_2021,score_2021,rank_2020,score_2020,rank_2019,score_2019,rank_2018,score_2018,rank_2017,score_2017,Latitude,Longitude,Location,score_2022_2
799,801-1000,AGH University of Science and Technology,,https://www.topuniversities.com/universities/agh-university-science-technology,Poland,Krakow,Europe,https://www.topuniversities.com/sites/default/files/agh-university-of-science-and-technology_1461_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,,,50.0668858,19.9136192,"50.0668858,19.9136192",
800,801-1000,Academician Y.A. Buketov Karaganda University,,https://www.topuniversities.com/universities/eabuketov-karaganda-state-university,Kazakhstan,Karaganda,Asia,https://www.topuniversities.com/sites/default/files/academician-y.a.-buketov-karaganda-university_592560cf2aeae70239af52e9_small.jpg,1001+,,801-1000,,651-700,,651-700,,701+,,49.7708253,73.1255133,"49.7708253,73.1255133",
801,801-1000,"Adam Mickiewicz University, Pozna_",,https://www.topuniversities.com/universities/adam-mickiewicz-university-poznan,Poland,Pozna_,Europe,https://www.topuniversities.com/sites/default/files/adam-mickiewicz-university-pozna_592560e29988f300e2321163_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,,,52.4083974,16.915402,"52.4083974,16.915402",
802,801-1000,Ain Shams University ,,https://www.topuniversities.com/universities/ain-shams-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/ain-shams-university-_592560cf2aeae70239af4f38_small.jpg,801-1000,,801-1000,,701-750,,701-750,,701+,,30.2071473,31.4475292,"30.2071473,31.4475292",
803,801-1000,Ankara _niversitesi,,https://www.topuniversities.com/universities/ankara-universitesi,Turkey,Ankara,Asia,https://www.topuniversities.com/sites/default/files/ankara-niversitesi_592560cf2aeae70239af50a5_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,39.934855,32.8338615,"39.934855,32.8338615",
804,801-1000,Anna University,,https://www.topuniversities.com/universities/anna-university,India,Chennai,Asia,https://www.topuniversities.com/sites/default/files/anna-university_592560cf2aeae70239af4e05_small.jpg,801-1000,,751-800,,751-800,,651-700,,,,13.0108831,80.2353768,"13.0108831,80.2353768",
805,801-1000,Auburn University,,https://www.topuniversities.com/universities/auburn-university,United States,Auburn,North America,https://www.topuniversities.com/sites/default/files/auburn-university_592560cf2aeae70239af51d3_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,32.5933574,-85.4951663,"32.5933574,-85.4951663",
806,801-1000,Australian Catholic University,,https://www.topuniversities.com/universities/australian-catholic-university,Australia,Melbourne,Oceania,https://www.topuniversities.com/sites/default/files/australian-catholic-university_592560cf2aeae70239af4dc8_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,-35.24553786,149.1547178,"-35.24553786354854,149.15471782005193",
807,801-1000,Bangladesh University of Engineering and Technology,,https://www.topuniversities.com/universities/bangladesh-university-engineering-technology,Bangladesh,Dhaka,Asia,https://www.topuniversities.com/sites/default/files/bangladesh-university-of-engineering-and-technology_592560cf2aeae70239af4dd7_small.jpg,801-1000,,801-1000,,801-1000,,,,,,23.7265659,90.3926596,"23.7265659,90.3926596",
808,801-1000,Beijing Foreign Studies University,,https://www.topuniversities.com/universities/beijing-foreign-studies-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-foreign-studies-university_2020_small.jpg,801-1000,,801-1000,,751-800,,651-700,,,,39.956217,116.313644,"39.956217,116.313644",
809,801-1000,Beijing Jiaotong University,,https://www.topuniversities.com/universities/beijing-jiaotong-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-jiaotong-university_592560cf2aeae70239af525e_small.jpg,751-800,,701-750,,751-800,,701-750,,701+,,39.952371,116.347005,"39.952371,116.347005",
810,801-1000,Beijing University of Chinese Medicine,,https://www.topuniversities.com/universities/beijing-university-chinese-medicine,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-university-of-chinese-medicine_592560cf2aeae70239af5266_small.jpg,,,,,,,,,,,39.971062,116.427603,"39.971062,116.427603",
811,801-1000,Beijing University of Posts and Telecommunications,,https://www.topuniversities.com/universities/beijing-university-posts-telecommunications,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-university-of-posts-and-telecommunications_2014_small.jpg,,,,,,,,,,,39.962796,116.358103,"39.962796,116.358103",
812,801-1000,Beirut Arab University ,,https://www.topuniversities.com/universities/beirut-arab-university,Lebanon,Beirut,Asia,https://www.topuniversities.com/sites/default/files/beirut-arab-university-_592560cf2aeae70239af4ee5_small.jpg,801-1000,,801-1000,,,,,,,,33.8728994,35.4969011,"33.8728994,35.4969011",
813,801-1000,Bielefeld University,,https://www.topuniversities.com/universities/bielefeld-university,Germany,Bielefeld,Europe,https://www.topuniversities.com/sites/default/files/universitt-bielefeld_57_small.jpg,801-1000,,751-800,,701-750,,651-700,,601-650,,52.0367238,8.4952413,"52.0367238,8.4952413",
814,801-1000,Binghamton University SUNY,,https://www.topuniversities.com/universities/binghamton-university-suny,United States,Binghamton,North America,https://www.topuniversities.com/sites/default/files/binghamton-university-suny_592560cf2aeae70239af51d4_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,42.0894288,-75.9694885,"42.0894288,-75.9694885",
815,801-1000,Budapest University of Technology and Economics,,https://www.topuniversities.com/universities/budapest-university-technology-economics,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/budapest-university-of-technology-and-economics_592560cf2aeae70239af4feb_small.jpg,801-1000,,801-1000,,801-1000,,751-800,,701+,,47.4813261,19.0554834,"47.4813261,19.0554834",
816,801-1000,CY Cergy Paris University,,https://www.topuniversities.com/universities/cy-cergy-paris-university,France,,Europe,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-05-14T142106.589-48x48.jpg,,,,,,,,,,,49.0391595,2.0761662,"49.0391595,2.0761662",
817,801-1000,Ca' Foscari University of Venice ,,https://www.topuniversities.com/universities/ca-foscari-university-venice,Italy,Venice,Europe,https://www.topuniversities.com/sites/default/files/ca-foscari-university-of-venice_764_small.jpg,751-800,,751-800,,751-800,,701-750,,701+,,45.4345385,12.3263858,"45.4345385,12.3263858",
818,801-1000,Catania University,,https://www.topuniversities.com/universities/catania-university,Italy,Catania,Europe,https://www.topuniversities.com/sites/default/files/catania-university_592560cf2aeae70239af4aeb_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,37.5035647,15.0864981,"37.5035647,15.0864981",
819,801-1000,Charles Sturt University ,,https://www.topuniversities.com/universities/charles-sturt-university,Australia,Thurgoona,Oceania,https://www.topuniversities.com/sites/default/files/charles-sturt-university-_592560cf2aeae70239af4dcc_small.jpg,801-1000,,1001+,,801-1000,,801-1000,,701+,,-33.42936814,149.564828,"-33.429368144320996,149.56482803416148",
820,801-1000,Clemson University,,https://www.topuniversities.com/universities/clemson-university,United States,Clemson,North America,https://www.topuniversities.com/sites/default/files/clemson-university_806_small.jpg,801-1000,,701-750,,701-750,,701-750,,701+,,34.673407,-82.8367119,"34.673407,-82.8367119",
821,801-1000,Corvinus University of Budapest,,https://www.topuniversities.com/universities/corvinus-university-budapest,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/210728015458pm687566Budapesti-Corvinus-Egyetem-logo-EN-200x200px-48x48.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,47.4861534,19.0582555,"47.4861534,19.0582555",
822,801-1000,Cracow University of Technology (Politechnika Krakowska),,https://www.topuniversities.com/universities/cracow-university-technology-politechnika-krakowska,Poland,Krakow,Europe,https://www.topuniversities.com/sites/default/files/cracow-university-of-technology-politechnika-krakowska_592560cf2aeae70239af503e_small.jpg,801-1000,,801-1000,,801-1000,,,,,,50.0720447,19.9427642,"50.0720447,19.9427642",
823,801-1000,Czech University of Life Sciences in Prague,,https://www.topuniversities.com/universities/czech-university-life-sciences-prague,Czech Republic,,Europe,https://www.topuniversities.com/sites/default/files/czech-university-of-life-sciences-in-prague_592560e59988f300e2321abd_small.jpg,801-1000,,801-1000,,,,,,,,50.129994,14.373598,"50.129994,14.373598",
824,801-1000,De La Salle University,,https://www.topuniversities.com/universities/de-la-salle-university,Philippines,Manila,Asia,https://www.topuniversities.com/sites/default/files/de-la-salle-university_153_small.jpg,801-1000,,801-1000,,801-1000,,701-750,,701+,,14.5647642,120.9931652,"14.5647642,120.9931652",
825,801-1000,De Montfort University,,https://www.topuniversities.com/universities/de-montfort-university,United Kingdom,Leicester,Europe,https://www.topuniversities.com/sites/default/files/de-montfort-university_592560cf2aeae70239af4d9f_small.jpg,801-1000,,801-1000,,,,,,,,52.6298398,-1.1398564,"52.6298398,-1.1398564",
826,801-1000,Edinburgh Napier University,,https://www.topuniversities.com/universities/edinburgh-napier-university,United Kingdom,Edinburgh,Europe,https://www.topuniversities.com/sites/default/files/ENU-logo-Stacked-200x200px-48x48.jpg,801-1000,,801-1000,,801-1000,,801-1000,,,,55.953252,-3.188267,"55.953252,-3.188267",
827,801-1000,Financial University under the Government of the Russian Federation,,https://www.topuniversities.com/universities/financial-university-under-government-russian-federation,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/financial-university-under-the-government-of-the-russian-federation_592560cf2aeae70239af5850_small.jpg,,,,,,,,,,,55.8009332,37.5266523,"55.8009332,37.5266523",
828,801-1000,Florida International University,,https://www.topuniversities.com/universities/florida-international-university,United States,Miami,North America,https://www.topuniversities.com/sites/default/files/florida-international-university_592560cf2aeae70239af4b55_small.jpg,751-800,,751-800,,801-1000,,751-800,,,,25.7561275,-80.3768786,"25.7561275,-80.3768786",
829,801-1000,Fordham University ,,https://www.topuniversities.com/universities/fordham-university,United States,New York City,North America,https://www.topuniversities.com/sites/default/files/fordham-university_814_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,40.8620404,-73.8856987,"40.8620404,-73.8856987",
830,801-1000,Gda_sk University of Technology,,https://www.topuniversities.com/universities/gdansk-university-technology,Poland,Gda_sk,Europe,https://www.topuniversities.com/sites/default/files/gdask-university-of-technology_592560e59988f300e2321bdf_small.jpg,801-1000,,801-1000,,,,,,,,54.3716751,18.6163277,"54.3716751,18.6163277",
831,801-1000,George Mason University,,https://www.topuniversities.com/universities/george-mason-university,United States,Fairfax,North America,https://www.topuniversities.com/sites/default/files/george-mason-university_592560cf2aeae70239af518c_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,651-700,,38.8298118,-77.3073606,"38.8298118,-77.3073606",
832,801-1000,German Jordanian University,,https://www.topuniversities.com/universities/german-jordanian-university,Jordan,,Asia,https://www.topuniversities.com/sites/default/files/german-jordanian-university_592560e29988f300e2321333_small.jpg,801-1000,,801-1000,,751-800,,,,,,31.7766562,35.8024579,"31.7766562,35.8024579",
833,801-1000,Gulf University for Science and Technology,,https://www.topuniversities.com/universities/gulf-university-science-technology,Kuwait,Kuwait City,Asia,https://www.topuniversities.com/sites/default/files/gulf-university-for-science-and-technology_20253_small.jpg,801-1000,,,,,,,,,,29.2737617,48.0521903,"29.2737617,48.0521903",
834,801-1000,Hacettepe University ,,https://www.topuniversities.com/universities/hacettepe-university,Turkey,Ankara,Asia,https://www.topuniversities.com/sites/default/files/hacettepe-university-_592560cf2aeae70239af4d8c_small.jpg,801-1000,,801-1000,,801-1000,,751-800,,701+,,39.93012766,32.86644792,"39.930127656404764,32.86644792237986",
835,801-1000,Harbin Engineering University,,https://www.topuniversities.com/universities/harbin-engineering-university,China (Mainland),Harbin,Asia,https://www.topuniversities.com/sites/default/files/harbin-engineering-university_592560cf2aeae70239af5277_small.jpg,801-1000,,,,,,,,,,45.773237,126.664126,"45.773237,126.664126",
836,801-1000,Indiana University__urdue University Indianapolis,,https://www.topuniversities.com/universities/indiana-university-purdue-university-indianapolis,United States,Indianapolis,North America,https://www.topuniversities.com/sites/default/files/indiana-universitypurdue-university-indianapolis_592560e09988f300e2320b78_small.jpg,751-800,,651-700,,561-570,,601-650,,,,39.7749927,-86.1772798,"39.7749927,-86.1772798",
837,801-1000,International Christian University,,https://www.topuniversities.com/universities/international-christian-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/international-christian-university_592560cf2aeae70239af5207_small.jpg,,,,,,,,,,,35.6875365,139.5295507,"35.6875365,139.5295507",
838,801-1000,Islamic University of Madinah,,https://www.topuniversities.com/universities/islamic-university-madinah,Saudi Arabia,Medina,Asia,https://www.topuniversities.com/sites/default/files/islamic-university-in-madinah_592560cf2aeae70239af4f16_small.jpg,801-1000,,,,,,,,,,24.4806884,39.565409,"24.4806884,39.565409",
839,801-1000,Istanbul University,,https://www.topuniversities.com/universities/istanbul-university,Turkey,Istanbul,Asia,https://www.topuniversities.com/sites/default/files/istanbul-university_592560cf2aeae70239af4bac_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,41.0126037,28.961838,"41.0126037,28.961838",
840,801-1000,Jordan University of Science & Technology,,https://www.topuniversities.com/universities/jordan-university-science-technology,Jordan,Irbid,Asia,https://www.topuniversities.com/sites/default/files/jordan-university-of-science-technology_592560cf2aeae70239af545b_small.jpg,651-700,,651-700,,651-700,,601-650,,651-700,,32.4950392,35.9912257,"32.4950392,35.9912257",
841,801-1000,Kansas State University ,,https://www.topuniversities.com/universities/kansas-state-university,United States,Manhattan,North America,https://www.topuniversities.com/sites/default/files/kansas-state-university_1912_small.jpg,701-750,,701-750,,751-800,,751-800,,701+,,39.1974437,-96.5847249,"39.1974437,-96.5847249",
